Post ID,Survey,İlçe / Mahalle,"T.C. İzmir Valiliği Çevre ve Şehircilik İl Müdürlüğü, binanızda hasar tespiti işlemi yaptı mı?",T.C. İzmir Valiliği Çevre ve Şehircilik İl Müdürlüğü'nün hasar tespit sonucu nedir?
2113,Hasarlı Bina,Karşıyaka / Örnekköy mahallesi,Evet,
2112,Hasarlı Bina,Karşıyaka/Şemikler mahallesi,Evet,
2111,Hasarlı Bina,Karabağlar/Adnan Süvari,Evet,
2110,Hasarlı Bina,Bornova / Erzene Mahallesi,Evet,
2109,Hasarlı Bina,Güzelbahçe / Maltepe mahallesi,Evet,
2108,Hasarlı Bina,Karşıyaka / Nergis,Evet,
2107,Hasarlı Bina,Bayraklı / Mansuroğlu mah.,Evet,
2106,Hasarlı Bina,Mansuroğlu Mah. Bayraklı,Evet,
2105,Hasarlı Bina,Buca,Evet,
2104,Hasarlı Bina,Karşıyaka / Bahariye mah.,Evet,
2103,Hasarlı Bina,Karabağlar / Basın Sitesi,Evet,
2102,Hasarlı Bina,Bornova,Evet,
2101,Hasarlı Bina,Konak /Alsancak,Evet,
2100,Hasarlı Bina,Karşıyaka / Şemikler,Evet,
2099,Hasarlı Bina,"Manavkuyu, Bayraklı/İzmir",Evet,
2098,Hasarlı Bina,Fırat Mahallesi Buca,Evet,
2097,Hasarlı Bina,Karabağlar/Yurtoğlu Mahallesi,Evet,
2096,Hasarlı Bina,Karşıyaka / Bahriye Üçok Mahallesi,Evet,
2095,Hasarlı Bina,"Mansuroğlu Mah., Bayraklı,",Evet,
2094,Hasarlı Bina,Karşıyaka /Bostanlı,Evet,
2093,Hasarlı Bina,Bornova,Evet,
2092,Hasarlı Bina,Foça / Mustafa Kemal Atatürk mah.,Evet,
2091,Hasarlı Bina,"Fevzi Çakmak Mah., Balçova",Evet,
2090,Hasarlı Bina,Karşıyaka /Örnekköy,Evet,
2089,Hasarlı Bina,Manavkuyu - Bayraklı,Evet,
2088,Hasarlı Bina,"Mansuroğlu Mah., Bayraklı,",Evet,
2087,Hasarlı Bina,Karşıyaka /Bahçelievler,Evet,
2086,Hasarlı Bina,Karşıyaka,Evet,
2085,Hasarlı Bina,Kazımdirik Mah / Bornova,Evet,
2084,Hasarlı Bina,Karşıyaka /Bostanlı,Evet,
2083,Hasarlı Bina,Karşıyaka/ Demirköprü Mah.,Evet,
2082,Hasarlı Bina,Bostanlı mahallesi,Evet,
2081,Hasarlı Bina,Kazımdirik Mahallesi Bornova,Evet,
2080,Hasarlı Bina,Konak,Evet,
2079,Hasarlı Bina,Bayraklı/Adalet Mahallesi,Evet,
2078,Hasarlı Bina,Konak Alsancak,Evet,
2077,Hasarlı Bina,"Mansuroğlu Mah Bayraklı, İzmir, Türkiye",Evet,
2076,Hasarlı Bina,Bayraklı / Mansuroğlu Mahallesi,Evet,
2075,Hasarlı Bina,Manavkuyu Mah.,Evet,
2074,Hasarlı Bina,karşıyaka,Evet,
2073,Hasarlı Bina,Gaziemir,Evet,
2072,Hasarlı Bina,Bayraklı / Manavkuyu Mahallesi,Evet,
2071,Hasarlı Bina,BAYRAKLI-İzmir,Evet,
2070,Hasarlı Bina,Bayraklı / Adalet Mahallesi,Evet,
2069,Hasarlı Bina,MANAVKUYU,Evet,
2068,Hasarlı Bina,yalı mahallesi bostanlı,Evet,
2067,Hasarlı Bina,Alsancak Mahallesi,Evet,
2066,Hasarlı Bina,manavkuyu,Evet,
2065,Hasarlı Bina,Bayraklı,Evet,
2063,Hasarlı Bina,"Güzelyalı Mahallesi, Konak",Evet,
2062,Hasarlı Bina,Manavkuyu,Evet,
2061,Hasarlı Bina,Güzelyalı KONAK-İZMİR,Evet,
2060,Hasarlı Bina,Konak Alsancak,Evet,
2059,Hasarlı Bina,Konak Alsancak,Evet,
2058,Hasarlı Bina,alsancak/konak,Evet,
2057,Hasarlı Bina,Esentepe Mahallesi/ Karabağlar,Evet,
2056,Hasarlı Bina,ŞEMİKLER MAH/KARŞIYAKA,Evet,
2055,Hasarlı Bina,Balçova / Korutürk Mahallesi,Evet,
2054,Hasarlı Bina,Karşıyaka /Donanmacı Mah.,Evet,
2053,Hasarlı Bina,EVKA3 BORNOVA,Evet,
2052,Hasarlı Bina,ÇANKAYA/İZMİR,Evet,
2051,Hasarlı Bina,Karşıyaka Aksoy Mahallesi,Evet,
2050,Hasarlı Bina,Karşıyaka,Evet,
2049,Hasarlı Bina,Manavkuyu Mahallesi Bayraklı,Evet,
2048,Hasarlı Bina,Buca Fırat mah,Evet,
2047,Hasarlı Bina,karşıyaka / bahariye,Evet,
2046,Hasarlı Bina,Çiğli/Harmandalı/Uğurmumcu,Evet,
2045,Hasarlı Bina,Buca / Yenigün Mahallesi,Evet,
2044,Hasarlı Bina,KONAK KÜLTÜR MAHALLESİ,Evet,
2043,Hasarlı Bina,URLA/ATATÜRK,Evet,
2042,Hasarlı Bina,KONAK/ALSANCAK,Evet,
2041,Hasarlı Bina,KONAK/ALSANCAK,Evet,
2040,Hasarlı Bina,Menemen/Villakent,Evet,
2039,Hasarlı Bina,konak kültür mahalesi,Evet,
2038,Hasarlı Bina,Göztepe mahallesi,Evet,
2037,Hasarlı Bina,İZMİR ATİLLA MAHALESİ KONAK,Evet,
2036,Hasarlı Bina,ATİLLA MAHALESİ KONAK,Evet,
2035,Hasarlı Bina,Alsancak Mahallesi,Evet,
2034,Hasarlı Bina,Çiğli,Evet,
2033,Hasarlı Bina,Bayraklı / Mansuroğlu Mah.,Evet,
2032,Hasarlı Bina,Bayraklı/mansuroglu,Evet,
2031,Hasarlı Bina,KARŞIYAKA BAHÇELİEVLER MAH.,Evet,
2030,Hasarlı Bina,Karşıyaka/Bahariye mahallesi,Evet,
2029,Hasarlı Bina,BASIN SITESI MAHALLESI / KARABAGLAR,Evet,
2028,Hasarlı Bina,BASIN SİTESİ MAHALLESİ / KARABAĞLAR,Evet,
2027,Hasarlı Bina,Aliağa/ Yeni,Evet,
2026,Hasarlı Bina,Mehmet Ali Akman Mahallesi,Evet,
2025,Hasarlı Bina,balçova/fevzi çakmak mahallesi,Evet,
2024,Hasarlı Bina,"Güzelyalı Mahallesi, Konak",Evet,
2023,Hasarlı Bina,Konak - Mehmet Ali Akman Mah.,Evet,
2022,Hasarlı Bina,Konak,Evet,
2021,Hasarlı Bina,Karşiyaka,Evet,
2020,Hasarlı Bina,KONAK - ALSANCAK,Evet,
2019,Hasarlı Bina,Menemen/İstiklal Mahallesi,Evet,
2018,Hasarlı Bina,Rafetpaşa Mahallesi,Evet,
2017,Hasarlı Bina,Bayraklı/masuroğlu mah.,Evet,
2016,Hasarlı Bina,Karabağlar / İzmir,Evet,
2015,Hasarlı Bina,Karabağlar / Araphasan Mahallesi,Evet,
2014,Hasarlı Bina,Bayraklı/Mansuroğlu Mahallesi,Evet,
2013,Hasarlı Bina,Mansuroğlu mah,Evet,
2012,Hasarlı Bina,Alsancak kültür mah,Evet,
2011,Hasarlı Bina,Alsancak kültür mahallesi,Evet,
2010,Hasarlı Bina,Alsancak Kıbrıs şehitleri,Evet,
2009,Hasarlı Bina,Alsancak /Konak/,Evet,
2008,Hasarlı Bina,karsiyaka / bostanli,Evet,
2007,Hasarlı Bina,akdeniz mahallesi,Evet,
2006,Hasarlı Bina,M ali akman mahallesi,Evet,
2005,Hasarlı Bina,Göztepe İnönü caddesi,Evet,
2004,Hasarlı Bina,mansuroğlu,Evet,
2003,Hasarlı Bina,Mansuroglu mahallesi,Evet,
2002,Hasarlı Bina,Akınlar caddesi kahramanlar konak,Evet,
2001,Hasarlı Bina,Konak -,Evet,
2000,Hasarlı Bina,Manavkuyu mah,Evet,
1999,Hasarlı Bina,Konak,Evet,
1998,Hasarlı Bina,275/16 şok no: 3/b,Evet,
1997,Hasarlı Bina,Konak,Evet,
1996,Hasarlı Bina,Konak / Akdeniz Mah.,Evet,
1995,Hasarlı Bina,Bayrakli mansuroglu,Evet,
1994,Hasarlı Bina,Kazimdirik mahallesi,Evet,
1993,Hasarlı Bina,Konak Kahramanlar mahallesi,Evet,
1992,Hasarlı Bina,Konak Kahramanlar mahallesi,Evet,
1991,Hasarlı Bina,Karşıyaka /Bostanlı,Evet,
1990,Hasarlı Bina,Çiğli/ Ataşehir,Evet,
1989,Hasarlı Bina,Donanmacı Mah.,Evet,
1988,Hasarlı Bina,bahçelievler/karşıyaka,Evet,
1987,Hasarlı Bina,Karabağlar esentepe mahallesi,Evet,
1986,Hasarlı Bina,Karşıyaka / Atakent,Evet,
1985,Hasarlı Bina,Göztepe Mahallesi,Evet,
1984,Hasarlı Bina,Bayraklı - Mansuroğlu Mah.,Evet,
1983,Hasarlı Bina,Çiğli,Evet,
1982,Hasarlı Bina,Ergene,Evet,
1981,Hasarlı Bina,Konak / Mehmet Ali Akman Mahallesi,Evet,
1980,Hasarlı Bina,Çiğli / Uğur Mumcu Mahallesi,Evet,
1979,Hasarlı Bina,Konak / çınarlı,Evet,
1978,Hasarlı Bina,Konak / Kültür mahallesi,Evet,
1977,Hasarlı Bina,Konak Çınarlı mah.,Evet,
1976,Hasarlı Bina,Bornova,Evet,
1975,Hasarlı Bina,"Karşıyaka, Bostanlı Mah.",Evet,
1974,Hasarlı Bina,"Bayraklı, Manavkuyu Mah., Mustafa Kemal Caddesi",Evet,
1973,Hasarlı Bina,"Balçova, Eğitim Mahallesi",Evet,
1972,Hasarlı Bina,Bayraklı / Manavkuyu,Evet,
1971,Hasarlı Bina,Kahramanlar KONAK,Evet,
1970,Hasarlı Bina,Bornova kazım dirik mahallesi,Evet,
1969,Hasarlı Bina,Göztepe mahallesi,Evet,
1968,Hasarlı Bina,Karşıyaka/Alaybey,Evet,
1967,Hasarlı Bina,KARŞIYAKA YALI MAHALLESİ,Evet,
1966,Hasarlı Bina,alsancak mahallesi,Evet,
1965,Hasarlı Bina,çiğli atasehir mahallesi,Evet,
1964,Hasarlı Bina,çiğli ataşehir,Evet,
1963,Hasarlı Bina,İzmir,Evet,
1962,Hasarlı Bina,İZMİR,Evet,
1961,Hasarlı Bina,İZMİR,Evet,
1960,Hasarlı Bina,manavkuyu,Evet,
1959,Hasarlı Bina,Buca / güven mahallesi,Evet,
1958,Hasarlı Bina,Karşıyaka/Bahriye Mahallesi,Evet,
1957,Hasarlı Bina,Bahçelievler,Evet,
1956,Hasarlı Bina,Buca  / Atatürk Mahallesi,Evet,
1955,Hasarlı Bina,karabağlar/basın sitesi mahallesi,Evet,
1954,Hasarlı Bina,Kuşadası kadınlar denizi mahallesi,Evet,
1953,Hasarlı Bina,Seferihisar/ Atatürk Mahallesi,Evet,
1952,Hasarlı Bina,Buca / Inönü Mahallesi,Evet,
1951,Hasarlı Bina,Karşıyaka,Evet,
1950,Hasarlı Bina,Karşıyaka,Evet,
1949,Hasarlı Bina,Alsancak/Kıbrıs Şehtleri,Evet,
1948,Hasarlı Bina,Alsancak/Kıbrıs Şehtleri,Evet,
1947,Hasarlı Bina,Gaziemir,Evet,
1946,Hasarlı Bina,Atatürk cad.no:350 yalı apt. Vapur iskelesi karşısıkat:2 daire:4 .alsancak izmir,Evet,
1945,Hasarlı Bina,Göztepe Mahallesi - Konak,Evet,
1944,Hasarlı Bina,karşıyaka/bostanlı mah.,Evet,
1943,Hasarlı Bina,Karşıyaka / Bahçelievler,Evet,
1942,Hasarlı Bina,Fevzi Çakmak Mh 6221 Gümüldür,Evet,
1941,Hasarlı Bina,Bornova-Karacaoğlan mahallesi,Evet,
1940,Hasarlı Bina,Konak/Altıntaş Mahallesi,Evet,
1939,Hasarlı Bina,gaziemir,Evet,
1938,Hasarlı Bina,"mansuroğlu mahallesi ,Bayraklı ,İZMİR ADLİYESİ YANI",Evet,
1937,Hasarlı Bina,Karşıyaka/Bostanlı,Evet,
1936,Hasarlı Bina,"Alsancak, Mimar Sinan mahallesi",Evet,
1935,Hasarlı Bina,KARŞIYAKA / DONANMACI MAHALLESİ,Evet,
1934,Hasarlı Bina,KONAK,Evet,
1933,Hasarlı Bina,Bahçelievler mah.,Evet,
1932,Hasarlı Bina,"karşıyaka, fikri altay mahallesi",Evet,
1931,Hasarlı Bina,Altındağ/meriç mah.,Evet,
1930,Hasarlı Bina,Karşıyaka-Goncalar Mah.,Evet,
1929,Hasarlı Bina,Bornova Erzene Mahallesi,Evet,
1928,Hasarlı Bina,Cumhuriyet Mahallesi,Evet,
1927,Hasarlı Bina,Cumhuriyet Mahallesi,Evet,
1926,Hasarlı Bina,Karşıyaka/ Mavişehir,Evet,
1925,Hasarlı Bina,Karsiyaka Bostanli,Evet,
1924,Hasarlı Bina,Karşıyaka/Akaybey,Evet,
1923,Hasarlı Bina,Bayraklı / Manavkuyu,Evet,
1922,Hasarlı Bina,İzmir/ Konak/ Mehmet Ali Akman Mh.,Evet,
1921,Hasarlı Bina,Konak Kültür,Evet,
1920,Hasarlı Bina,Karabağlar/yeşilyurt Doğanay mah.,Evet,
1919,Hasarlı Bina,BORNOVA,Evet,
1918,Hasarlı Bina,İZMİR MODDA SİTESİ,Evet,
1917,Hasarlı Bina,Karabağlar İZMİR,Evet,
1916,Hasarlı Bina,İZMİR,Evet,
1915,Hasarlı Bina,Karşıyaka / Bostanlı,Evet,
1914,Hasarlı Bina,Karsiyaka Bostanlı,Evet,
1913,Hasarlı Bina,Bayraklı / Manavkuyu Mahallesi,Evet,
1912,Hasarlı Bina,Karşıyaka Bahariye Mahallesi,Evet,
1911,Hasarlı Bina,Karşıyaka / Bostanlı,Evet,
1910,Hasarlı Bina,Bornova / Tuna,Evet,
1909,Hasarlı Bina,Karşıyaka / Bahriye Üçok Mahallesi,Evet,
1908,Hasarlı Bina,Bayraklı manavkuyu mahallesi,Evet,
1907,Hasarlı Bina,Karşıyaka/ Bostanlı,Evet,
1906,Hasarlı Bina,KUŞADASI/AYDIN,Evet,
1905,Hasarlı Bina,İzmir,Evet,
1904,Hasarlı Bina,Karabağlar çalıkuşu,Evet,
1903,Hasarlı Bina,bayraklı / soğukkuyu mahallesi,Evet,
1902,Hasarlı Bina,Bayraklı manavkuyu,Evet,
1901,Hasarlı Bina,izmir,Evet,
1900,Hasarlı Bina,izmir,Evet,
1899,Hasarlı Bina,Karşıyaka / Mavişehir,Evet,
1898,Hasarlı Bina,BAYRAKLI İLÇESİ SOĞUKKUYU MAHALLESİ,Evet,
1897,Hasarlı Bina,Kazımdirik mahallesi,Evet,
1896,Hasarlı Bina,izmir,Evet,
1894,Hasarlı Bina,Atakent Karşıyaka,Evet,
1893,Hasarlı Bina,Bornova Kazım Dirik Mahallesi,Evet,
1890,Hasarlı Bina,bayraklı/mansuroğlu,Evet,
1889,Hasarlı Bina,"Bayraklı, Manavkuyu Mah.",Evet,
1888,Hasarlı Bina,Mithatpaşa,Evet,
1886,Hasarlı Bina,Karşıyaka,Evet,
1885,Hasarlı Bina,Bayraklı Manavkuyu MAh.,Evet,
1884,Hasarlı Bina,Bayraklı/Adalet mahallesi,Evet,
1883,Hasarlı Bina,Izmir,Evet,
1882,Hasarlı Bina,Karabaglar Arap Hasan Mahallesi,Evet,
1881,Hasarlı Bina,Bayraklı/Mansuroğlu Mahallesi,Evet,
1880,Hasarlı Bina,Bornova-Evka3 mahallesi,Evet,
1879,Hasarlı Bina,Bayraklı,Evet,
1878,Hasarlı Bina,Evka 4 Mahallesi,Evet,
1877,Hasarlı Bina,Bornova,Evet,
1876,Hasarlı Bina,Bayraklı/Mansuroğlu mahallesi,Evet,
1875,Hasarlı Bina,Bornova-Evka3 mahallesi,Evet,
1874,Hasarlı Bina,Karşıyaka / Donanmacı Mahallesi,Evet,
1873,Hasarlı Bina,Bayraklı/ manavkuyu,Evet,
1872,Hasarlı Bina,Karşıyaka Bahçelievler mahallesi,Evet,
1871,Hasarlı Bina,Bostanlı Mahallesi/KARŞIYAKA,Evet,
1870,Hasarlı Bina,Konak Kahramanlar mahallesi,Evet,
1869,Hasarlı Bina,Mansuroğlu mahallesi,Evet,
1868,Hasarlı Bina,Mansuroğlu mah Bayraklı,Evet,
1867,Hasarlı Bina,konak kültür mahallesi,Evet,
1866,Hasarlı Bina,konak,Evet,
1865,Hasarlı Bina,Bayraklı/Mansuroğlu mahallesi,Evet,
1864,Hasarlı Bina,"BORNOVA, ERZENE MAHALLESİ",Evet,
